Code,Name,Name_Chinese,Address,Postcode,City,State,District_Education_Office,Established,X,Y
XCC6203,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA MESAPOL,孟沙坡中华华小,PETI SURAT 17,89857,SIPITANG,SABAH,PPD SIPITANG,10/10/1946,115.59059,5.11063
XCC6218,SEKOLAH JENIS KEBANGSAAN (CINA) SIN BOON SINDUMIN,新浪敏新文华小,PETI SURAT 67,89857,SIPITANG,SABAH,PPD SIPITANG,1/1/1965,115.50911,4.96423
XCC6303,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,瓜拉班尤中华华小,PETI SURAT 16,89747,KUALA PENYU,SABAH,PPD KUALA PENYU,5/10/1946,115.59655,5.57352
XCC6318,SEKOLAH JENIS KEBANGSAAN (CINA) PUI HWA,孟那卜培华华小,PETI SURAT 15,89767,MENUMBOK,SABAH,PPD KUALA PENYU,1/1/1936,115.36969,5.30375
YBC1201,SEKOLAH JENIS KEBANGSAAN (CINA) SG APONG,古晋新渔村政府小学,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,3/1/1958,110.3827,1.5444
YBC1202,SEKOLAH JENIS KEBANGSAAN (CINA) BINTAWA,古晋民达华政府小学,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1974,110.3827167,1.570366667
YBC1302,SEKOLAH JENIS KEBANGSAAN (CINA) STAMPIN,古晋实旦宾华小,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1959,110.3547049,1.510732032
YBC1303,SEKOLAH JENIS KEBANGSAAN (CINA) SG TENGAH,古晋双溪丁雅华小,"KOLONG 8, JALAN SG TENGAH",93050,KUCHING,SARAWAK,PPD PADAWAN,1/1/1959,110.2145768,1.559845019
YBC1304,SEKOLAH JENIS KEBANGSAAN (CINA) BERATOK,来拓村华小,"BATU21, JALAN KUCHING/SERIAN",94200,KUCHING,SARAWAK,PPD SERIAN,1/1/1953,110.40773,1.311859
YBC1305,SEKOLAH JENIS KEBANGSAAN (CINA) TAPAH,大富村华小,"BT 23 1/2, JALAN KUCHING/SERIAN",94200,KUCHING,SARAWAK,PPD SERIAN,1/1/1942,110.412415,1.296596
YBC3101,SEKOLAH JENIS KEBANGSAAN (CINA) TAMAN RAJANG,诗巫拉让花园华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,2/1/1970,111.83715,2.30885
YBC3201,SEKOLAH JENIS KEBANGSAAN (CINA) SANG MING,诗巫三民华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,10/11/1967,112.0083109,2.285886678
YBC4101,SEKOLAH JENIS KEBANGSAAN (CINA) NORTH,美里北校,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1958,113.9922,4.39545
YBC4103,SEKOLAH JENIS KEBANGSAAN (CINA) TUKAU,美里都九华小,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1963,113.9579667,4.302616667
YBC4302,SEKOLAH JENIS KEBANGSAAN SUNGAI JAONG MARUDI,马鲁帝三山华小,P.O.BOX 61,98050,"MARUDI, BARAM",SARAWAK,PPD BARAM,21/7/1958,114.3331265,4.183087593
YBC4303,SEKOLAH JENIS KEBANGSAAN (CINA) HUA KWONG,美里华公政府小学,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,SARAWAK,PPD MIRI,1/1/1957,114.1030222,3.9755333
YBC6101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HIEN,泗里街群贤华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,10/1/1959,111.50655,2.00225
YBC6102,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HO,泗里街中和华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,13/1/1959,111.5113528,2.0353222
YBC6103,SEKOLAH JENIS KEBANGSAAN (CINA) SZE LU,泗里街泗芦华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1926,111.5089251,2.058097031
YBC6104,SEKOLAH JENIS KEBANGSAAN (CINA) MINAR,泗里街民那华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1959,111.5625167,2.06265
YBC6105,SEKOLAH JENIS KEBANGSAAN (CINA) NAM KIEW,泗里街南侨华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,30/6/1977,111.6052833,2.03515
YBC6106,SEKOLAH JENIS KEBANGSAAN (CINA) SU LOK,泗里街泗乐华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1946,111.5037,2.098716667
YBC6107,SEKOLAH JENIS KEBANGSAAN (CINA) KIEW MANG,泗里街侨民华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1954,111.4864295,2.029894849
YBC6108,SEKOLAH JENIS KEBANGSAAN (CINA) HUA KEE,泗里街华基华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1946,111.5871833,2.0140333
YBC6109,SEKOLAH JENIS KEBANGSAAN (CINA) HUA NAM,泗里街华南华小,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,SARAWAK,PPD SARIKEI,1/1/1947,111.6121861,2.084910304
YBC6401,SEKOLAH KEBANGSAAN CAMPORAN,拉佬县达乐综合华小,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,SARAWAK,PPD DARO,1/1/1961,111.431389,2.513056
YBC8201,SEKOLAH JENIS KEBANGSAAN (CINA) SG MENYAN,西连明源华小,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,SARAWAK,PPD SERIAN,1/1/1964,110.7066086,1.04331047
YBC8202,SEKOLAH JENIS KEBANGSAAN (CINA) PANGKALAN BEDUP,西连孟禄华小,"BATU 7, JALAN SERIAN/SRI AMAN",94700,SERIAN,SARAWAK,PPD SERIAN,1/1/1969,110.6338817,1.087203346
YBC9101,SEKOLAH JENIS KEBANGSAAN (CINA) SEBIEW CHINESE,实比河华小,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,SARAWAK,PPD BINTULU,1/1/1964,113.084167,3.199267
YBC9102,SEKOLAH JENIS KEBANGSAAN (CINA) KAI MING,民都鲁开明华小,"KM 12, JALAN BINTULU TATAU",97012,BINTULU,SARAWAK,PPD BINTULU,31/3/2014,113.095423,3.16874
YBH1202,SEKOLAH KEBANGSAAN SONG KHENG HAI,宋庆海政府小学,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1966,110.354633,1.555233
YBH1301,SEKOLAH KEBANGSAAN KENYALANG,肯雅兰政府小学,JLN DATO BANDAR,93300,KUCHING,SARAWAK,PPD KUCHING,1/1/1971,110.366617,1.5375
YBH3101,SEKOLAH KEBANGSAAN SIBU BANDARAN NO 2,诗巫巿镇政府二小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1961,111.84395,2.27495
YBH3102,SEKOLAH KEBANGSAAN PERBANDARAN SIBU NO. 4,诗巫巿镇政府四小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,1/1/1963,111.839833,2.299883
YCC1101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TAITON,大段中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1946,110.1311,1.404316667
YCC1102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PAKU,砂南坡中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1870 00:00,110.1900167,1.42215
YCC1103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TONDONG,短廊中华公学,PEKAN TONDONG JALAN TONDONG BATU KAWA,94000,BAU,SARAWAK,PPD BAU,24/9/1935,110.158,1.454283333
YCC1104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEBUKU,烧炭岗中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1938,110.1608667,1.435383333
YCC1105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MUSI,模西中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1934,110.1944167,1.470733333
YCC1106,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BUSO,武梭中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1916,110.1834167,1.450116667
YCC1107,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SINIAWAN,新尧湾中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1925,110.2216167,1.446366667
YCC1108,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BAU,石隆门中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1862 00:00,110.15645,1.41345
YCC1109,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KRANJI,加兰依中华公学,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,PPD BAU,1/1/1931,110.2668333,1.450033333
YCC1201,SEKOLAH JENIS KEBANGSAAN (CINA) ST PAUL,古晋圣保禄华小,JALAN GREEN,93150,KUCHING,SARAWAK,PPD KUCHING,6/1/1954,110.3388235,1.537017768
YCC1202,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA 1,古晋中华华小第一校,"NO.1 , JALAN TABUAN",93100,KUCHING,SARAWAK,PPD KUCHING,1/1/1946,110.3477167,1.551483333
YCC1203,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA 2,古晋中华华小第二校,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1946,110.3864461,1.507820834
YCC1204,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA 3,古晋中华华小第三校,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,11/4/1945,110.3616667,1.551933333
YCC1205,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA NO.4 KUCHING,古晋中华华小第四校,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/11/1945,110.3366333,1.548666667
YCC1206,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PENDING,古晋槟岭中华公学,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93450,KUCHING,SARAWAK,PPD KUCHING,1/1/1947,110.3807167,1.551866667
YCC1207,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA NO.6,古晋中华华小第六校,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1998,110.318267,1.53395
YCC1301,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA NO. 5,古晋中华华小第五校,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/11/1945,110.3615981,1.543695395
YCC1302,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG TENGAH,古晋葫芦顶中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1923,110.257217,1.5536
YCC1303,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 8 1/2,古晋长楠中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1947,110.3115005,1.462411827
YCC1305,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG.TAPANG,古晋答邦中华公学,"MJC BATU KAWAH NEW TOWNSHIP, JALAN BATU KAWA",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1939,110.3047466,1.517067963
YCC1306,SEKOLAH JENIS KEBANGSAAN (CINA) SAM HAP HIN,古晋三合兴华小,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1937,110.3303,1.471667
YCC1307,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 11,马当十一哩中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93050,KUCHING,SARAWAK,PPD PADAWAN,20/3/1954,110.223461,1.61421085
YCC1308,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEJIJAK,石角西里益中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1939,110.279233,1.54575
YCC1310,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 15,古晋十五 哩中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1953,110.320169,1.359656
YCC1311,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG BUDA,古晋水塘路中华公学,JALAN SUNGAI BAKO,93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1933,110.4609333,1.674866667
YCC1312,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BT KITANG,古晋峇都吉当中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,12/1/1950,110.281917,1.449383
YCC1313,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG MOYAN,古晋味源港中华公学,"LORONG PEI YUAN , JALAN BATU KAWA MATANG",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1940,110.249919,1.505201891
YCC1314,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BT KAWA,古晋石角中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1920,110.270767,1.511683
YCC1315,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG. LUBAK,古晋五哩八港中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1949,110.3202364,1.489613541
YCC1316,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA STAPOK,古晋尖山中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1947,110.2894,1.50995
YCC1317,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KIM CHOO SENG,古晋金珠盛中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/6/1945,110.2577966,1.529088644
YCC1318,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA RANTAU PANJANG,古晋上湾头中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1932,110.2662443,1.48244505
YCC1319,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA STAMPIN,古晋七哩实胆宾中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1938,110.3533333,1.477166667
YCC1321,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BUNTAL,古晋文丹中华公学,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,SARAWAK,PPD KUCHING,1/1/1949,110.3697467,1.7011985
YCC1322,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 4 1/2,古晋四哩半中华公学,"JLN DATUK AMAR KALONG NINGKAN, BATU 4 1/2",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1936,110.3326,1.501883333
YCC1323,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BELIONG,三马拉汉吻龙中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,PPD SAMARAHAN,1/1/1942,110.4891533,1.577144717
YCC1324,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PANGKALAN BARU,石角新梯头中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1918,110.286983,1.477
YCC1327,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 10,古晋十哩中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1946,110.325425,1.424636
YCC1329,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SYN-SAN-TU,古晋新上肚中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1938,110.2382,1.526983
YCC1330,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG TAPANG BT KAWA,古晋甲港中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93250,KUCHING,SARAWAK,PPD PADAWAN,1/1/1955,110.2753439,1.462956825
YCC1331,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 7,古晋马当七哩中华公学,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,PPD PADAWAN,1/1/1936,110.2558,1.576333333
YCC1334,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIBURAN,古晋新生村中华公学,BATU 17 JALAN KUCHING SERIAN,94200,KUCHING,SARAWAK,PPD SERIAN,1/1/1946,110.4056025,1.362097244
YCC1401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEMATAN,三马丹中华公学,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,LUNDU,SARAWAK,PPD LUNDU,1/1/1948,109.7775216,1.804514746
YCC1402,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA LUNDU,伦乐中华公学,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,LUNDU,SARAWAK,PPD LUNDU,8/1/1931,109.8522625,1.673111537
YCC1404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SERAYAN/SELARAT,砂拉央砂拉叻中华公学,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,LUNDU,SARAWAK,PPD LUNDU,1/1/1958,109.77835,1.73735
YCC2102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MELUDAM,裕南中华公学,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,SARAWAK,PPD BETONG,13/2/1947,111.0378695,1.660627635
YCC2103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIMANGGANG,成邦江中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,SARAWAK,PPD SRI AMAN,26/1/1929,111.4655167,1.230916667
YCC2104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BANGKONG,横江中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,SARAWAK,PPD SRI AMAN,1/1/1952,111.1928804,1.119160038
YCC2105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA UNDOP,丰洛中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,SARAWAK,PPD SRI AMAN,27/8/1955,111.552869,1.025166
YCC2106,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PANTU,板督中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,SARAWAK,PPD SRI AMAN,6/11/1931,111.1174366,1.141696359
YCC2107,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA LINGGA,龙呀中华公学,KAMPUNG LINGGA,94900,LINGGA,SARAWAK,PPD SRI AMAN,29/3/1928,111.169989,1.353609
YCC2201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA ROBAN,荷万中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK",95407,SARATOK,SARAWAK,PPD SARATOK,1/1/1947,111.3054729,1.885595762
YCC2202,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SYN SARATOK,砂拉卓铭新华小,"D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK",95407,SARATOK,SARAWAK,PPD SARATOK,1/1/1919,111.3360358,1.739094099
YCC2203,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KABONG,甲望中华公学,"D/A PEJABAT PENDIDIKAN DAERAH SARATOK, TINGKAT 1, WISMA PERSEKUTUAN, JALAN SARATOK",95407,SARATOK,SARAWAK,PPD SARATOK,1/1/1952,111.120502,1.800552138
YCC2301,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA ENGKILILI,英吉利里中华公学,D/A PEJABAT PENDIDIKAN DAERAH LUBOK ANTU,95900,LUBOK ANTU,SARAWAK,PPD LUBOK ANTU,1/1/1921,111.667337,1.141019
YCC2401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BETONG,木中中华公学,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,SARAWAK,PPD BETONG,1/1/1925,111.5260119,1.411046715
YCC2402,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA DEBAK,宁木中华公学,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,SARAWAK,PPD BETONG,1/1/1933,111.4212424,1.564425602
YCC2403,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SPAOH,实巴荷中华公学,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,SARAWAK,PPD BETONG,4/3/1933,111.4808415,1.454276588
YCC2404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PUSA,浮萨中华公学,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,SARAWAK,PPD BETONG,1/1/1929,111.29725,1.634198458
YCC3101,SEKOLAH JENIS KEBANGSAAN (CINA) SACRED HEART CHINESE,诗巫圣心华小,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,SARAWAK,PPD SIBU,30/6/1952,111.834183,2.286517
